Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
build,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
build,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
build,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
build,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
build,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
build,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
build,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
build,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
build,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
build,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
running,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
running,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
running,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
running,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
running,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
running,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
running,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
running,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
running,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
running,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
sail,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
sail,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
sail,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
sail,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
sail,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
sail,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
sail,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
sail,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
sail,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
sail,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
smile,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
smile,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
smile,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
smile,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
smile,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
smile,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
smile,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
smile,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
smile,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
smile,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
swing,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
swing,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
swing,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
swing,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
swing,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
swing,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
swing,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
swing,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
swing,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
swing,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
bleed,annoy,concrete-negative,abstract-negative,ValenceMatchingOnly
bleed,befall,concrete-negative,abstract-negative,ValenceMatchingOnly
bleed,criticize,concrete-negative,abstract-negative,ValenceMatchingOnly
bleed,exploit,concrete-negative,abstract-negative,ValenceMatchingOnly
bleed,loathe,concrete-negative,abstract-negative,ValenceMatchingOnly
bleed,obsess,concrete-negative,abstract-negative,ValenceMatchingOnly
bleed,resent,concrete-negative,abstract-negative,ValenceMatchingOnly
bleed,scorn,concrete-negative,abstract-negative,ValenceMatchingOnly
bleed,violate,concrete-negative,abstract-negative,ValenceMatchingOnly
bleed,worry,concrete-negative,abstract-negative,ValenceMatchingOnly
kill,annoy,concrete-negative,abstract-negative,ValenceMatchingOnly
kill,befall,concrete-negative,abstract-negative,ValenceMatchingOnly
kill,criticize,concrete-negative,abstract-negative,ValenceMatchingOnly
kill,exploit,concrete-negative,abstract-negative,ValenceMatchingOnly
kill,loathe,concrete-negative,abstract-negative,ValenceMatchingOnly
kill,obsess,concrete-negative,abstract-negative,ValenceMatchingOnly
kill,resent,concrete-negative,abstract-negative,ValenceMatchingOnly
kill,scorn,concrete-negative,abstract-negative,ValenceMatchingOnly
kill,violate,concrete-negative,abstract-negative,ValenceMatchingOnly
kill,worry,concrete-negative,abstract-negative,ValenceMatchingOnly
murder,annoy,concrete-negative,abstract-negative,ValenceMatchingOnly
murder,befall,concrete-negative,abstract-negative,ValenceMatchingOnly
murder,criticize,concrete-negative,abstract-negative,ValenceMatchingOnly
murder,exploit,concrete-negative,abstract-negative,ValenceMatchingOnly
murder,loathe,concrete-negative,abstract-negative,ValenceMatchingOnly
murder,obsess,concrete-negative,abstract-negative,ValenceMatchingOnly
murder,resent,concrete-negative,abstract-negative,ValenceMatchingOnly
murder,scorn,concrete-negative,abstract-negative,ValenceMatchingOnly
murder,violate,concrete-negative,abstract-negative,ValenceMatchingOnly
murder,worry,concrete-negative,abstract-negative,ValenceMatchingOnly
puke,annoy,concrete-negative,abstract-negative,ValenceMatchingOnly
puke,befall,concrete-negative,abstract-negative,ValenceMatchingOnly
puke,criticize,concrete-negative,abstract-negative,ValenceMatchingOnly
puke,exploit,concrete-negative,abstract-negative,ValenceMatchingOnly
puke,loathe,concrete-negative,abstract-negative,ValenceMatchingOnly
puke,obsess,concrete-negative,abstract-negative,ValenceMatchingOnly
puke,resent,concrete-negative,abstract-negative,ValenceMatchingOnly
puke,scorn,concrete-negative,abstract-negative,ValenceMatchingOnly
puke,violate,concrete-negative,abstract-negative,ValenceMatchingOnly
puke,worry,concrete-negative,abstract-negative,ValenceMatchingOnly
scratch,annoy,concrete-negative,abstract-negative,ValenceMatchingOnly
scratch,befall,concrete-negative,abstract-negative,ValenceMatchingOnly
scratch,criticize,concrete-negative,abstract-negative,ValenceMatchingOnly
scratch,exploit,concrete-negative,abstract-negative,ValenceMatchingOnly
scratch,loathe,concrete-negative,abstract-negative,ValenceMatchingOnly
scratch,obsess,concrete-negative,abstract-negative,ValenceMatchingOnly
scratch,resent,concrete-negative,abstract-negative,ValenceMatchingOnly
scratch,scorn,concrete-negative,abstract-negative,ValenceMatchingOnly
scratch,violate,concrete-negative,abstract-negative,ValenceMatchingOnly
scratch,worry,concrete-negative,abstract-negative,ValenceMatchingOnly
slap,annoy,concrete-negative,abstract-negative,ValenceMatchingOnly
slap,befall,concrete-negative,abstract-negative,ValenceMatchingOnly
slap,criticize,concrete-negative,abstract-negative,ValenceMatchingOnly
slap,exploit,concrete-negative,abstract-negative,ValenceMatchingOnly
slap,loathe,concrete-negative,abstract-negative,ValenceMatchingOnly
slap,obsess,concrete-negative,abstract-negative,ValenceMatchingOnly
slap,resent,concrete-negative,abstract-negative,ValenceMatchingOnly
slap,scorn,concrete-negative,abstract-negative,ValenceMatchingOnly
slap,violate,concrete-negative,abstract-negative,ValenceMatchingOnly
slap,worry,concrete-negative,abstract-negative,ValenceMatchingOnly
smack,annoy,concrete-negative,abstract-negative,ValenceMatchingOnly
smack,befall,concrete-negative,abstract-negative,ValenceMatchingOnly
smack,criticize,concrete-negative,abstract-negative,ValenceMatchingOnly
smack,exploit,concrete-negative,abstract-negative,ValenceMatchingOnly
smack,loathe,concrete-negative,abstract-negative,ValenceMatchingOnly
smack,obsess,concrete-negative,abstract-negative,ValenceMatchingOnly
smack,resent,concrete-negative,abstract-negative,ValenceMatchingOnly
smack,scorn,concrete-negative,abstract-negative,ValenceMatchingOnly
smack,violate,concrete-negative,abstract-negative,ValenceMatchingOnly
smack,worry,concrete-negative,abstract-negative,ValenceMatchingOnly
spit,annoy,concrete-negative,abstract-negative,ValenceMatchingOnly
spit,befall,concrete-negative,abstract-negative,ValenceMatchingOnly
spit,criticize,concrete-negative,abstract-negative,ValenceMatchingOnly
spit,exploit,concrete-negative,abstract-negative,ValenceMatchingOnly
spit,loathe,concrete-negative,abstract-negative,ValenceMatchingOnly
spit,obsess,concrete-negative,abstract-negative,ValenceMatchingOnly
spit,resent,concrete-negative,abstract-negative,ValenceMatchingOnly
spit,scorn,concrete-negative,abstract-negative,ValenceMatchingOnly
spit,violate,concrete-negative,abstract-negative,ValenceMatchingOnly
spit,worry,concrete-negative,abstract-negative,ValenceMatchingOnly
stab,annoy,concrete-negative,abstract-negative,ValenceMatchingOnly
stab,befall,concrete-negative,abstract-negative,ValenceMatchingOnly
stab,criticize,concrete-negative,abstract-negative,ValenceMatchingOnly
stab,exploit,concrete-negative,abstract-negative,ValenceMatchingOnly
stab,loathe,concrete-negative,abstract-negative,ValenceMatchingOnly
stab,obsess,concrete-negative,abstract-negative,ValenceMatchingOnly
stab,resent,concrete-negative,abstract-negative,ValenceMatchingOnly
stab,scorn,concrete-negative,abstract-negative,ValenceMatchingOnly
stab,violate,concrete-negative,abstract-negative,ValenceMatchingOnly
stab,worry,concrete-negative,abstract-negative,ValenceMatchingOnly
vomit,annoy,concrete-negative,abstract-negative,ValenceMatchingOnly
vomit,befall,concrete-negative,abstract-negative,ValenceMatchingOnly
vomit,criticize,concrete-negative,abstract-negative,ValenceMatchingOnly
vomit,exploit,concrete-negative,abstract-negative,ValenceMatchingOnly
vomit,loathe,concrete-negative,abstract-negative,ValenceMatchingOnly
vomit,obsess,concrete-negative,abstract-negative,ValenceMatchingOnly
vomit,resent,concrete-negative,abstract-negative,ValenceMatchingOnly
vomit,scorn,concrete-negative,abstract-negative,ValenceMatchingOnly
vomit,violate,concrete-negative,abstract-negative,ValenceMatchingOnly
vomit,worry,concrete-negative,abstract-negative,ValenceMatchingOnly
